step,split,ce,top1,cell_err_m,pose_nll,pose_err_m,n,sec,vce_m,vce_pose_m,fine_epe_px,fine_epe_in_px
566,train,6.2238,0.0007,20.11,6.1637,20.41,8335,498.5,17.134,17.127,nan,nan
567,train,5.3999,0.0145,7.59,5.2161,6.39,7448,499.2,5.792,5.778,nan,nan
568,train,6.8435,0.0021,16.10,6.5881,15.65,9054,500.0,12.432,12.423,nan,nan
569,train,5.8235,0.0427,13.75,5.3690,8.00,11041,500.7,12.533,12.510,nan,nan
570,train,5.5817,0.0024,11.26,5.5367,10.00,10919,501.5,6.379,6.324,nan,nan
571,train,5.7716,0.0347,11.20,5.4997,10.05,7917,502.2,8.765,8.718,nan,nan
572,train,5.8597,0.0021,12.44,5.5394,10.85,7456,502.9,11.132,11.082,nan,nan
573,train,6.2557,0.0137,15.33,6.5024,16.87,9534,503.7,17.691,17.687,nan,nan
574,train,6.1115,0.0007,10.78,5.8437,6.61,8660,504.4,10.036,10.024,nan,nan
575,train,6.4463,0.0021,22.63,6.2141,18.62,8165,505.2,19.789,19.783,nan,nan
576,train,6.9723,0.0018,19.59,6.8726,22.34,7959,505.9,14.324,14.319,nan,nan
577,train,5.8568,0.0007,13.12,5.6368,14.28,8411,506.7,10.046,10.000,nan,nan
578,train,5.6463,0.0009,14.37,5.5197,18.61,9942,507.4,10.737,10.733,nan,nan
579,train,6.3117,0.0016,16.63,6.1946,9.31,10365,508.2,16.777,16.665,nan,nan
580,train,6.6742,0.0005,17.86,6.5484,16.16,10584,508.9,17.028,17.025,nan,nan
581,train,6.1084,0.0006,11.50,5.8690,11.71,7250,509.7,11.135,11.122,nan,nan
582,train,6.6500,0.0000,15.43,6.3503,19.14,8816,510.4,15.986,15.963,nan,nan
583,train,5.6327,0.0214,14.26,5.4254,11.72,9070,511.2,8.596,8.512,nan,nan
584,train,6.0529,0.0020,12.78,5.7154,13.60,9419,511.9,12.648,12.618,nan,nan
585,train,6.1200,0.0003,15.44,6.1400,17.37,9048,512.7,11.282,11.281,nan,nan
586,train,6.0735,0.0277,16.45,5.7243,15.82,7371,513.4,15.462,15.459,nan,nan
587,train,5.7902,0.0008,13.55,5.3409,6.47,8400,514.2,13.604,13.602,nan,nan
588,train,5.8896,0.0077,15.34,5.5658,13.34,7944,514.9,14.585,14.578,nan,nan
589,train,6.2667,0.0004,15.84,5.9441,14.15,8279,515.7,15.497,15.496,nan,nan
590,train,5.5819,0.0118,7.51,5.4640,5.16,7979,516.4,9.381,9.363,nan,nan
591,train,7.1466,0.0000,19.70,6.8235,14.79,9277,517.2,15.780,15.780,nan,nan
592,train,5.7431,0.0092,12.99,5.5852,11.00,8989,517.9,12.781,12.780,nan,nan
593,train,5.5894,0.0021,9.51,5.5325,7.61,12191,518.7,5.503,5.478,nan,nan
594,train,5.5390,0.0022,11.50,5.3883,10.48,9146,519.4,7.345,7.245,nan,nan
595,train,5.4409,0.0068,7.63,5.1493,7.10,10237,520.2,3.955,3.815,nan,nan
596,train,6.3437,0.0000,18.80,6.1263,20.26,7867,520.9,15.581,15.578,nan,nan
597,train,6.6702,0.0001,15.45,6.4414,13.35,7942,521.7,15.296,15.287,nan,nan
598,train,6.0169,0.0118,11.04,5.9382,9.48,8373,522.4,11.820,11.772,nan,nan
599,train,5.9405,0.0031,10.24,5.5981,12.09,7780,523.2,8.900,8.885,nan,nan
600,train,5.8455,0.0111,9.02,5.7500,6.36,11483,523.9,9.146,9.136,nan,nan
601,train,6.0038,0.0001,14.57,5.8984,10.24,8720,524.7,15.748,15.704,nan,nan
602,train,5.8028,0.0025,14.44,5.4787,13.06,9471,525.4,9.293,9.276,nan,nan
603,train,6.1056,0.0002,11.46,5.8955,9.57,9395,526.2,10.730,10.720,nan,nan
604,train,6.4041,0.0016,15.75,6.1311,13.09,7899,526.9,13.941,13.922,nan,nan
605,train,6.3416,0.0007,15.39,6.2109,14.49,9011,527.6,13.208,13.197,nan,nan
606,train,5.9464,0.0008,16.38,5.6862,18.45,8253,528.4,12.372,12.350,nan,nan
607,train,6.5977,0.0000,18.61,6.5298,15.81,7439,529.1,18.039,18.037,nan,nan
608,train,5.8722,0.0021,13.21,5.5961,11.68,9233,529.9,9.354,9.339,nan,nan
609,train,6.6321,0.0003,19.43,6.2051,24.28,10384,530.6,18.815,18.806,nan,nan
610,train,6.1277,0.0009,14.13,6.1352,16.40,8456,531.4,11.241,11.231,nan,nan
611,train,5.6217,0.0020,11.52,5.4520,9.51,8993,532.1,9.944,9.922,nan,nan
612,train,5.8080,0.0000,13.35,5.6375,17.06,8659,532.9,13.782,13.722,nan,nan
613,train,6.7985,0.0005,19.90,6.4128,18.60,9835,533.6,14.812,14.805,nan,nan
614,train,6.0635,0.0024,14.34,5.8009,10.30,8927,534.4,12.695,12.693,nan,nan
615,train,4.9912,0.0428,7.82,4.7213,7.08,7108,535.1,3.796,3.721,nan,nan
616,train,6.5492,0.0000,18.53,6.4584,21.58,8468,535.9,15.899,15.885,nan,nan
617,train,6.1121,0.0007,14.81,5.6926,12.16,10582,536.6,14.427,14.425,nan,nan
618,train,6.0986,0.0005,20.05,5.9431,23.90,8684,537.4,16.598,16.580,nan,nan
619,train,5.8857,0.0015,13.50,5.4962,14.10,8886,538.1,9.463,9.452,nan,nan
620,train,6.3473,0.0007,15.80,6.2345,15.56,10672,538.9,10.964,10.959,nan,nan
621,train,5.3974,0.0100,7.78,4.9997,5.40,9840,539.6,5.117,5.104,nan,nan
622,train,5.8910,0.0043,12.90,5.6113,16.12,9352,540.4,10.370,10.369,nan,nan
623,train,5.4167,0.0130,8.66,5.0381,6.41,9072,541.1,6.456,6.418,nan,nan
624,train,6.7249,0.0030,15.28,6.3107,15.15,9636,541.9,10.335,10.332,nan,nan
625,train,6.1947,0.0010,14.60,6.1283,11.71,8586,542.6,14.721,14.720,nan,nan
626,train,5.8549,0.0015,11.91,5.6900,7.24,8528,543.4,8.889,8.886,nan,nan
627,train,6.2739,0.0017,18.63,5.5682,12.38,8206,544.1,17.717,17.709,nan,nan
628,train,5.4544,0.0095,9.33,5.2508,7.00,7559,544.9,8.616,8.592,nan,nan
629,train,5.8909,0.0031,13.36,5.5035,14.28,7355,545.6,13.202,13.180,nan,nan
630,train,5.3958,0.0499,10.80,5.0055,7.07,7318,546.4,9.805,9.770,nan,nan
631,train,5.7068,0.0399,8.56,5.6661,6.51,11189,547.1,5.305,5.283,nan,nan
632,train,5.7108,0.0135,12.21,5.5526,14.22,8811,547.9,8.757,8.747,nan,nan
633,train,6.5144,0.0009,15.37,6.3952,10.83,8112,548.6,12.426,12.391,nan,nan
634,train,5.2479,0.0177,8.34,5.1573,8.64,8423,549.3,5.137,5.016,nan,nan
635,train,6.3952,0.0000,19.79,6.0917,21.35,8363,550.1,16.077,16.061,nan,nan
636,train,6.2829,0.0037,12.19,6.0456,10.48,9798,550.8,10.499,10.465,nan,nan
637,train,5.4175,0.0383,9.91,5.2000,7.08,8143,551.6,9.122,9.111,nan,nan
638,train,5.7906,0.0091,16.35,5.5602,11.26,8422,552.3,13.009,12.977,nan,nan
639,train,6.6319,0.0003,15.12,6.4612,15.30,8599,553.1,11.318,11.311,nan,nan
640,train,6.5238,0.0002,17.85,6.3764,18.68,11104,553.8,14.335,14.316,nan,nan
641,train,5.8314,0.0049,10.75,5.2415,8.12,9611,554.6,11.737,11.715,nan,nan
642,train,6.1462,0.0029,12.79,6.0008,12.40,9411,555.3,11.296,11.276,nan,nan
643,train,5.7261,0.0008,13.06,5.4490,11.10,7743,556.1,9.904,9.867,nan,nan
644,train,5.7920,0.0041,17.65,5.5549,20.25,8445,556.8,16.142,16.131,nan,nan
645,train,5.5741,0.0365,8.31,5.3751,6.16,8564,557.6,7.847,7.794,nan,nan
646,train,5.8269,0.0008,16.28,5.5703,20.36,7978,558.3,15.461,15.456,nan,nan
647,train,5.4510,0.0385,11.26,5.0933,14.71,8268,559.1,7.584,7.506,nan,nan
648,train,5.6783,0.0214,14.90,5.3529,18.99,9978,559.8,13.624,13.538,nan,nan
649,train,5.8332,0.0024,14.03,5.7771,12.53,9295,560.6,8.692,8.515,nan,nan
650,train,6.0983,0.0007,17.67,5.6973,15.47,8028,561.3,15.353,15.348,nan,nan
651,train,5.9764,0.0008,13.05,5.6524,10.78,8772,562.1,10.595,10.594,nan,nan
652,train,5.7084,0.0011,12.44,5.4611,10.31,8079,562.8,8.582,8.474,nan,nan
653,train,6.1860,0.0095,18.69,5.5262,16.68,8462,563.6,15.221,15.202,nan,nan
654,train,5.6264,0.0021,11.78,5.3735,9.12,9206,564.3,7.774,7.761,nan,nan
655,train,5.9475,0.0165,15.14,5.7580,15.27,9926,565.1,12.299,12.180,nan,nan
656,train,4.4811,0.0550,5.37,4.0282,2.00,7983,565.8,4.119,4.051,nan,nan
657,train,5.6318,0.0325,11.41,5.4187,8.00,7728,566.6,14.874,14.864,nan,nan
658,train,5.4620,0.0054,9.91,5.1366,4.58,8595,567.3,6.944,6.915,nan,nan
659,train,6.7238,0.0000,20.04,6.5635,18.05,8965,568.0,18.324,18.259,nan,nan
660,train,6.2566,0.0037,14.64,5.8668,11.88,7600,568.8,10.586,10.585,nan,nan
661,train,7.0106,0.0002,20.11,6.6803,18.98,12514,569.5,18.491,18.487,nan,nan
662,train,5.1541,0.0042,9.00,4.8601,9.31,7898,570.3,8.128,8.124,nan,nan
663,train,5.9932,0.0026,19.85,5.6868,22.52,9401,571.0,14.905,14.901,nan,nan
664,train,6.2224,0.0004,13.58,6.0954,14.83,9604,571.8,10.565,10.564,nan,nan
665,train,5.8599,0.0004,16.26,5.8063,15.53,7778,572.5,13.440,13.438,nan,nan
666,train,5.5667,0.0012,14.07,5.5348,16.61,11037,573.3,10.983,10.970,nan,nan
667,train,6.0456,0.0041,15.26,6.0120,13.55,9993,574.0,11.883,11.876,nan,nan
668,train,6.7637,0.0001,20.34,6.6106,17.76,6682,574.8,18.970,18.964,nan,nan
669,train,6.0260,0.0021,14.62,5.8472,11.46,7218,575.5,10.666,10.595,nan,nan
670,train,5.9861,0.0017,14.95,5.8517,14.45,7598,576.3,11.013,11.003,nan,nan
671,train,5.5053,0.0050,10.56,5.4936,11.32,8649,577.0,5.784,5.739,nan,nan
672,train,5.8480,0.0008,12.31,5.5826,11.41,7255,577.8,7.536,7.522,nan,nan
673,train,6.0474,0.0006,15.69,5.7980,15.15,8803,578.5,11.251,11.241,nan,nan
674,train,6.9324,0.0000,23.52,6.5507,26.41,8078,579.3,18.456,18.440,nan,nan
675,train,6.0369,0.0017,19.27,5.8443,18.17,8259,580.0,12.890,12.781,nan,nan
676,train,5.8865,0.0044,14.58,5.4622,12.72,7762,580.7,13.217,13.209,nan,nan
677,train,5.9127,0.0014,12.03,5.7556,9.10,11096,581.5,10.559,10.552,nan,nan
678,train,6.0431,0.0003,16.74,5.8806,17.00,8594,582.2,10.451,10.414,nan,nan
679,train,7.1801,0.0001,27.11,7.1395,28.42,9156,583.0,22.929,22.926,nan,nan
680,train,5.8313,0.0006,13.84,5.2773,11.00,7897,583.7,13.318,13.315,nan,nan
681,train,6.3636,0.0000,15.49,6.0953,17.66,10280,584.5,15.349,15.339,nan,nan
682,train,5.9931,0.0008,15.84,5.9188,17.50,9050,585.2,12.204,12.195,nan,nan
683,train,6.5346,0.0015,18.04,6.0954,18.44,10104,586.0,19.921,19.917,nan,nan
684,train,6.4315,0.0004,18.86,6.2355,21.48,10597,586.7,16.589,16.587,nan,nan
685,train,6.2995,0.0016,15.95,6.0804,16.64,8168,587.5,13.082,13.072,nan,nan
686,train,6.2245,0.0011,13.29,5.9533,11.74,9435,588.2,12.808,12.794,nan,nan
687,train,6.0116,0.0005,14.62,5.7708,16.00,11191,589.0,12.682,12.679,nan,nan
688,train,6.1060,0.0003,11.06,5.9714,10.01,10393,589.7,10.059,10.058,nan,nan
689,train,6.7122,0.0000,22.41,6.6721,22.09,11541,590.5,18.417,18.408,nan,nan
690,train,6.1492,0.0002,18.09,5.9029,19.07,9606,591.2,15.040,15.035,nan,nan
691,train,5.8024,0.0027,14.34,5.5211,15.76,7542,592.0,11.827,11.818,nan,nan
692,train,5.3599,0.0122,10.25,5.1079,11.42,7381,592.7,6.222,6.211,nan,nan
693,train,5.6138,0.0017,12.38,5.2605,16.62,7729,593.5,6.240,6.212,nan,nan
694,train,6.1527,0.0013,14.75,6.0780,7.29,9484,594.2,13.475,13.427,nan,nan
695,train,5.8937,0.0012,14.28,5.8164,14.61,8104,595.0,9.674,9.673,nan,nan
696,train,5.6463,0.0039,8.39,5.4050,7.93,9687,595.7,11.503,11.449,nan,nan
697,train,6.2099,0.0005,18.56,5.9754,16.52,9290,596.5,16.348,16.324,nan,nan
698,train,6.7084,0.0001,23.79,6.4778,28.65,8136,597.2,20.038,20.028,nan,nan
699,train,5.3503,0.0050,8.25,5.0729,3.41,8430,598.0,3.064,3.033,nan,nan
700,train,5.7749,0.0005,11.46,5.6957,8.55,10991,598.7,10.247,10.247,nan,nan
701,train,6.2697,0.0125,12.76,6.5078,13.64,8899,599.5,13.331,13.309,nan,nan
702,train,6.0432,0.0042,15.26,5.8279,13.07,9222,600.2,10.589,10.579,nan,nan
703,train,6.1897,0.0087,17.01,6.0394,21.12,8088,601.0,14.030,14.019,nan,nan
704,train,5.3696,0.0051,9.28,5.0940,8.32,8187,601.7,8.031,8.029,nan,nan
705,train,5.6493,0.0168,11.80,5.3957,13.25,7681,602.5,12.199,12.192,nan,nan
706,train,6.6796,0.0004,18.12,6.4727,23.80,9028,603.2,16.919,16.904,nan,nan
707,train,6.0171,0.0011,15.57,5.7373,14.17,8908,604.0,12.606,12.603,nan,nan
708,train,5.6797,0.0205,9.64,5.3728,6.00,8380,604.7,10.202,10.202,nan,nan
709,train,6.3995,0.0222,22.82,5.9952,24.81,7463,605.4,19.035,19.028,nan,nan
710,train,6.0623,0.0002,15.69,5.7000,13.40,9217,606.2,15.727,15.727,nan,nan
711,train,5.5715,0.0006,11.15,5.4479,12.08,8768,606.9,9.531,9.520,nan,nan
712,train,5.5092,0.0028,10.64,4.9872,8.61,8158,607.7,5.704,5.700,nan,nan
713,train,7.3063,0.0003,22.79,6.8607,23.63,11156,608.4,20.502,20.488,nan,nan
714,train,5.4287,0.0156,7.67,5.3203,7.12,8506,609.2,6.096,6.063,nan,nan
715,train,5.7897,0.0312,12.47,5.3058,8.00,10460,609.9,7.237,7.212,nan,nan
716,train,6.4624,0.0000,19.04,6.2632,20.04,10304,610.7,14.693,14.648,nan,nan
717,train,5.7501,0.0140,15.71,5.5531,17.72,7454,611.4,13.522,13.497,nan,nan
718,train,6.4032,0.0005,23.16,6.1396,21.51,7467,612.2,16.568,16.566,nan,nan
719,train,5.8045,0.0005,14.33,5.6211,10.24,8553,612.9,9.437,9.381,nan,nan
720,train,6.3786,0.0001,19.52,6.1595,21.05,7581,613.7,17.002,16.976,nan,nan
721,train,5.8608,0.0019,11.32,5.4241,9.25,9801,614.4,11.198,11.188,nan,nan
722,train,6.3811,0.0001,16.41,6.0217,16.22,9251,615.2,14.204,14.204,nan,nan
723,train,6.3361,0.0001,20.98,6.2371,21.95,12455,615.9,18.930,18.924,nan,nan
724,train,7.1420,0.0003,21.54,6.9143,21.22,9496,616.7,20.134,20.134,nan,nan
725,train,6.3355,0.0001,18.15,6.0828,17.06,7584,617.4,16.550,16.543,nan,nan
726,train,7.1972,0.0025,20.40,6.8833,20.63,9157,618.2,18.276,18.272,nan,nan
727,train,5.3682,0.0151,11.59,4.9643,10.63,7327,618.9,6.621,6.565,nan,nan
728,train,5.0906,0.0455,6.54,4.9388,6.00,9185,619.7,6.120,6.062,nan,nan
729,train,6.5254,0.0011,11.46,6.4129,9.24,7604,620.4,11.459,11.449,nan,nan
730,train,6.2327,0.0014,15.47,6.0255,17.26,8373,621.2,12.015,12.007,nan,nan
731,train,6.3263,0.0000,20.34,6.0566,22.88,8515,621.9,15.421,15.410,nan,nan
732,train,5.9512,0.0026,13.73,5.8658,16.14,9800,622.7,10.978,10.977,nan,nan
733,train,6.2730,0.0032,14.74,5.9035,17.20,8709,623.4,12.439,12.418,nan,nan
734,train,5.7773,0.0015,13.39,5.4939,12.00,8105,624.1,10.319,10.228,nan,nan
735,train,5.6487,0.0044,12.90,5.1735,12.83,8324,624.9,12.043,12.023,nan,nan
736,train,6.6803,0.0003,15.59,6.5749,11.47,7944,625.6,14.066,14.052,nan,nan
737,train,6.8850,0.0004,22.34,6.6486,21.39,11724,626.4,19.518,19.511,nan,nan
738,train,5.4696,0.0182,8.41,5.2838,7.47,9758,627.1,9.341,9.337,nan,nan
739,train,5.6937,0.0098,11.88,5.4319,16.85,9128,627.9,10.187,10.184,nan,nan
740,train,6.3376,0.0002,12.33,6.1073,7.61,9456,628.6,14.011,14.005,nan,nan
741,train,5.6724,0.0028,11.95,5.4588,14.34,8263,629.4,9.064,9.036,nan,nan
742,train,5.9327,0.0069,14.16,5.6030,13.25,9592,630.1,11.325,11.318,nan,nan
743,train,6.4357,0.0042,17.43,6.5374,16.16,8659,630.9,13.561,13.551,nan,nan
744,train,6.9106,0.0001,19.98,6.6522,24.20,8726,631.6,18.657,18.645,nan,nan
745,train,6.3468,0.0004,17.57,6.0590,16.57,8391,632.4,15.191,15.179,nan,nan
746,train,6.8344,0.0000,21.62,6.9031,19.29,9159,633.1,18.825,18.824,nan,nan
747,train,5.9376,0.0045,17.91,5.4861,17.70,8890,633.9,13.462,13.457,nan,nan
748,train,5.6816,0.0111,12.83,5.4797,14.39,8537,634.6,9.967,9.965,nan,nan
749,train,6.1487,0.0008,18.51,5.9471,16.04,8321,635.4,15.169,15.168,nan,nan
750,train,6.6021,0.0001,20.13,6.3429,20.04,8711,636.1,17.473,17.472,nan,nan
751,train,6.0041,0.0006,13.51,5.5745,12.84,8849,636.9,8.418,8.386,nan,nan
752,train,5.6978,0.0092,11.32,5.2343,9.54,9473,637.6,7.349,7.341,nan,nan
753,train,5.3021,0.0248,9.07,5.0235,7.29,8140,638.4,4.771,4.745,nan,nan
754,train,5.5275,0.0085,12.94,5.2585,11.24,9934,639.1,8.211,8.205,nan,nan
755,train,5.6849,0.0084,9.73,5.3944,8.00,9772,639.9,8.488,8.484,nan,nan
756,train,5.5419,0.0004,16.86,5.3415,14.63,7873,640.6,12.358,12.355,nan,nan
757,train,5.5790,0.0151,9.78,5.5134,5.89,11022,641.4,7.889,7.886,nan,nan
758,train,5.5736,0.0050,10.06,5.4492,10.12,9526,642.1,5.821,5.820,nan,nan
759,train,6.2626,0.0004,13.24,6.0430,11.22,10299,642.9,13.825,13.825,nan,nan
760,train,5.2512,0.0094,8.30,4.9813,5.61,7541,643.6,6.282,6.243,nan,nan
761,train,5.2130,0.0356,7.66,4.9120,2.41,7241,644.4,7.764,7.689,nan,nan
762,train,6.4203,0.0013,15.56,6.1507,16.50,7019,645.1,15.234,15.231,nan,nan
763,train,5.4880,0.0048,11.36,5.0983,9.25,8950,645.9,9.292,9.256,nan,nan
764,train,6.0285,0.0056,14.37,5.6547,14.63,8173,646.6,11.686,11.681,nan,nan
765,train,6.4513,0.0002,22.69,6.1977,25.06,8137,647.3,19.600,19.596,nan,nan
766,train,5.9716,0.0397,10.74,5.7237,9.25,10169,648.1,10.239,10.225,nan,nan
767,train,5.9911,0.0025,13.16,5.8282,11.41,7684,648.8,9.059,9.045,nan,nan
768,train,6.4961,0.0008,17.71,6.3683,19.44,9965,649.6,13.422,13.407,nan,nan
769,train,7.3421,0.0001,27.61,7.1247,25.84,8390,650.3,22.519,22.514,nan,nan
770,train,5.9290,0.0028,14.97,5.6796,12.87,7249,651.1,10.768,10.698,nan,nan
771,train,5.5016,0.0078,9.34,5.2579,4.24,10077,651.8,7.199,7.176,nan,nan
772,train,6.3171,0.0006,16.72,6.2302,18.20,8391,652.6,13.273,13.262,nan,nan
773,train,5.8202,0.0041,12.49,5.6608,12.44,10876,653.3,10.315,10.314,nan,nan
774,train,5.9781,0.0074,14.64,6.0673,15.39,9586,654.1,13.592,13.523,nan,nan
775,train,6.0211,0.0038,14.23,5.7725,12.06,9977,654.8,11.561,11.561,nan,nan
776,train,6.3336,0.0002,14.17,6.1484,11.91,12116,655.6,11.688,11.662,nan,nan
777,train,5.5924,0.0020,9.61,5.4873,5.40,7990,656.3,6.297,6.282,nan,nan
778,train,5.4439,0.0008,12.53,5.3469,10.63,8867,657.1,10.293,10.271,nan,nan
779,train,5.3136,0.0054,9.77,5.3585,9.40,7996,657.8,5.916,5.878,nan,nan
780,train,5.9386,0.0004,15.38,5.7900,17.65,6817,658.6,13.656,13.653,nan,nan
781,train,5.7993,0.0024,11.01,5.5670,11.18,8170,659.3,9.032,8.972,nan,nan
782,train,5.8959,0.0033,13.41,5.7506,16.06,7495,660.1,11.875,11.870,nan,nan
783,train,5.6631,0.0179,11.58,5.5616,11.20,7267,660.8,8.845,8.845,nan,nan
784,train,5.8029,0.0167,11.73,5.3162,7.25,7770,661.6,12.105,12.027,nan,nan
785,train,6.2454,0.0051,13.39,6.1987,15.05,8635,662.3,11.736,11.736,nan,nan
786,train,6.5932,0.0005,22.34,6.2713,22.82,8346,663.1,18.113,18.091,nan,nan
787,train,6.9373,0.0004,21.73,6.5638,24.33,8174,663.8,19.536,19.533,nan,nan
788,train,5.9858,0.0014,16.66,5.8066,14.71,11119,664.6,13.098,13.041,nan,nan
789,train,5.9651,0.0001,17.35,5.6290,16.87,8864,665.3,12.447,12.446,nan,nan
790,train,5.4883,0.0299,13.04,5.1858,9.90,9116,666.1,10.157,10.147,nan,nan
791,train,4.9385,0.0159,7.06,4.7219,4.00,8623,666.8,3.590,3.587,nan,nan
792,train,5.8998,0.0011,14.07,5.7992,14.02,9097,667.6,11.135,11.131,nan,nan
793,train,7.2683,0.0000,22.08,6.8790,21.28,6758,668.3,20.062,20.045,nan,nan
794,train,5.5546,0.0045,10.17,5.3360,9.03,8524,669.1,9.037,9.012,nan,nan
795,train,6.5595,0.0004,21.00,6.4014,18.77,10100,669.8,19.494,19.491,nan,nan
796,train,5.1475,0.0094,7.90,5.1236,5.00,9776,670.5,6.534,6.526,nan,nan
797,train,5.9320,0.0030,13.02,5.7626,11.52,8433,671.3,10.673,10.660,nan,nan
798,train,6.8815,0.0000,21.24,6.6509,18.39,8136,672.0,17.940,17.932,nan,nan
799,train,5.7633,0.0021,12.99,5.4785,8.08,10078,672.8,12.323,12.305,nan,nan
800,train,5.6200,0.0164,10.46,5.0895,7.89,9386,673.5,6.216,6.205,nan,nan
801,train,5.8066,0.0122,10.42,5.7116,4.61,8022,674.3,8.425,8.417,nan,nan
802,train,5.5073,0.0075,12.89,5.4009,17.50,9636,675.0,10.024,10.021,nan,nan
803,train,5.5774,0.0018,12.24,5.3150,12.12,8480,675.8,9.506,9.502,nan,nan
804,train,5.3532,0.0056,10.35,4.9614,4.61,11158,676.5,7.309,7.308,nan,nan
805,train,5.7583,0.0010,10.12,5.3917,9.57,10096,677.3,9.789,9.780,nan,nan
806,train,6.7983,0.0152,15.05,6.6863,17.73,7871,678.0,16.265,16.239,nan,nan
807,train,5.6424,0.0139,9.28,5.4083,7.74,8866,678.8,8.644,8.643,nan,nan
808,train,5.6154,0.0049,9.36,5.2704,7.07,9168,679.5,6.715,6.677,nan,nan
809,train,5.8037,0.0130,14.02,5.6605,15.05,8442,680.3,12.682,12.632,nan,nan
810,train,6.2813,0.0000,17.43,6.1520,14.89,8860,681.0,14.617,14.603,nan,nan
811,train,7.0689,0.0003,18.59,6.8562,18.04,10179,681.8,19.001,19.001,nan,nan
812,train,5.4273,0.0061,9.38,5.2715,6.47,10008,682.5,8.057,8.042,nan,nan
813,train,5.5310,0.0339,13.11,5.1827,18.54,7934,683.3,11.022,11.007,nan,nan
814,train,5.2985,0.0149,6.92,4.9508,4.16,7868,684.0,4.561,4.553,nan,nan
815,train,5.7731,0.0003,11.13,5.5039,10.83,8912,684.8,10.385,10.376,nan,nan
816,train,6.0388,0.0008,10.10,5.7409,8.66,8820,685.5,9.866,9.833,nan,nan
817,train,5.4955,0.0026,7.93,5.5138,8.25,8770,686.3,7.391,7.377,nan,nan
818,train,5.0421,0.0115,7.09,4.7788,5.61,9858,687.0,3.650,3.638,nan,nan
819,train,5.6475,0.0015,11.62,5.6389,10.08,9034,687.8,9.243,9.240,nan,nan
820,train,6.6692,0.0005,20.98,6.4382,21.81,7565,688.5,17.547,17.537,nan,nan
821,train,5.9451,0.0001,13.59,5.8523,13.72,10905,689.3,13.243,13.217,nan,nan
822,train,7.7022,0.0003,26.67,7.5545,26.51,7298,690.0,23.713,23.710,nan,nan
823,train,5.2880,0.0088,7.74,5.0597,3.24,7603,690.8,5.977,5.967,nan,nan
824,train,6.6227,0.0001,17.02,6.4035,12.68,10171,691.5,17.582,17.574,nan,nan
825,train,5.3957,0.0026,9.62,5.0615,7.66,10120,692.3,6.142,6.138,nan,nan
826,train,6.9810,0.0002,17.77,6.7550,18.00,8428,693.0,16.423,16.416,nan,nan
827,train,6.0804,0.0015,15.94,5.9356,16.64,7293,693.8,9.867,9.555,nan,nan
828,train,5.0645,0.0622,6.48,4.9241,4.61,8949,694.5,3.675,3.613,nan,nan
829,train,5.5884,0.0162,10.40,5.4013,6.83,9388,695.3,10.004,9.975,nan,nan
830,train,5.6968,0.0081,11.91,5.4391,10.04,8118,696.0,10.202,10.179,nan,nan
831,train,6.3692,0.0006,18.98,5.9691,18.99,10289,696.7,16.626,16.620,nan,nan
832,train,6.7095,0.0005,15.50,6.6438,16.14,10370,697.5,15.655,15.653,nan,nan
833,train,6.3450,0.0003,15.42,6.0892,13.53,10608,698.3,14.404,14.368,nan,nan
834,train,6.0399,0.0046,16.68,5.8175,19.81,8098,699.0,15.913,15.908,nan,nan
835,train,5.9829,0.0001,17.01,5.8945,18.70,10030,699.8,14.789,14.745,nan,nan
836,train,6.4842,0.0005,14.92,6.4509,12.72,9371,700.5,13.586,13.572,nan,nan
837,train,5.9044,0.1313,16.28,5.6206,15.81,9255,701.2,17.553,17.549,nan,nan
838,train,5.9065,0.0084,15.47,5.7097,19.18,9122,702.0,13.612,13.592,nan,nan
839,train,6.0507,0.0001,17.02,5.5744,16.61,8344,702.7,14.542,14.541,nan,nan
840,train,5.3540,0.0170,9.12,5.2211,4.16,8082,703.5,4.557,4.552,nan,nan
841,train,5.8340,0.0035,12.12,5.6881,16.31,9269,704.2,9.009,8.997,nan,nan
842,train,5.4075,0.0094,12.48,5.3069,14.87,10036,705.0,9.446,9.441,nan,nan
843,train,6.7330,0.0000,18.75,6.5735,17.28,12469,705.7,16.663,16.657,nan,nan
844,train,5.2638,0.0619,6.18,4.9666,1.00,9674,706.5,7.155,7.148,nan,nan
845,train,5.8576,0.0036,13.25,5.5916,8.49,7707,707.2,8.019,8.013,nan,nan
846,train,5.3123,0.0186,9.15,5.0125,6.71,9742,708.0,6.618,6.600,nan,nan
847,train,5.4046,0.0113,9.13,5.3331,8.91,10022,708.7,8.536,8.529,nan,nan
848,train,6.0231,0.0057,15.59,5.6852,15.00,10730,709.5,12.540,12.533,nan,nan
849,train,7.0409,0.0000,19.10,6.8669,18.83,9530,710.2,18.740,18.731,nan,nan
850,train,5.9519,0.0181,17.04,5.6481,17.05,9215,711.0,17.064,17.056,nan,nan
851,train,5.8541,0.0043,12.12,5.4207,10.60,9687,711.7,12.260,12.260,nan,nan
852,train,5.8747,0.0055,9.70,5.5977,7.83,9626,712.5,11.685,11.684,nan,nan
853,train,6.0437,0.0090,20.76,5.6194,10.81,10453,713.2,18.037,18.033,nan,nan
854,train,7.3336,0.0000,25.25,6.8881,25.28,9845,714.0,21.182,21.170,nan,nan
855,train,5.5174,0.0387,7.92,5.1819,5.83,10061,714.7,8.664,8.659,nan,nan
