name,variant,position_m,yaw_deg,corner_m,inlier_ratio,n_modes,argmax_m,cos_ea,cos_nlp,cos_cnx_ea,cos_cnx_nlp
0000000155,ipm_cl,147.5044250907588,46.40034313235145,161.37609322370244,1.0,17,144.8295440673828,-0.002710779241766561,0.04249022767701746,-0.08269162771930835,0.03463698073086631
0000000155,oracle_a,109.02232680357372,92.4901529648104,151.71201820866298,0.55,20,147.18638610839844,-0.030581143507758254,0.05060126714090911,-0.264494033157458,0.12998478221635593
0000000155,oracle_b,47.64753062758094,101.71066689589215,60.21042850848663,0.7692307692307693,13,92.4686508178711,-0.0014950007439017503,0.029493499333173176,-0.06559777661989122,0.021456513565841006
0000000159,ipm_cl,51.393947272783734,30.337265449183423,51.25766067848652,0.7606837606837606,117,47.422874450683594,-0.0059246664232824155,0.038556667200572055,-0.03555824233817896,0.15163470593370343
0000000159,oracle_a,51.47498594648016,162.5384555903772,59.06814239140459,0.25,4,30.11855697631836,-0.01471115716885366,0.027240864499799077,-0.12237411088476643,0.050906870056623116
0000000159,oracle_b,15.384064660475106,45.3950060284452,37.39854641267982,0.6129032258064516,217,29.26081085205078,-0.006093196272809513,0.04192148894936154,-0.07981992041448666,0.05454111860654376
0000000162,ipm_cl,35.02689774350622,61.22346192108739,44.54717695354319,0.8529411764705882,102,42.9012451171875,0.009858271646313635,0.028999089709065028,-0.07876317798115764,0.09638898611603786
0000000162,oracle_a,58.51384245899657,88.52706170666625,68.3751217622333,1.0,7,65.83277130126953,-0.007295707056728461,0.058820507901741696,-0.23389503683510413,0.18616581743682437
0000000162,oracle_b,37.398474642758174,112.18725639910654,57.74352632257967,0.7692307692307693,182,44.97954177856445,0.003967415659675533,0.02355735013896552,-0.08135684362195701,0.11062859372442298
0000000166,ipm_cl,222.24163292466199,22.0021352168363,142.93510259912097,0.5333333333333333,30,96.3258285522461,0.009775225960659738,0.03315982685754166,-0.0053557647616718305,0.01192952222374905
0000000166,oracle_a,,,,0.0,0,76.71119689941406,-0.0010117093819007514,0.08119386492282196,-0.13655178717043465,0.17707381651809964
0000000166,oracle_b,140.25105933922953,91.65898821034506,168.36149097433986,0.4911504424778761,226,107.7355728149414,-0.0032889170431680188,0.03869452263580363,-0.05570762934973534,-0.024866017716167536
0000000169,ipm_cl,60.968574604248005,40.56466171882686,74.18825437864582,0.7105263157894737,38,36.896240234375,-0.004683444801890072,0.022859692038670804,-0.023568583673077903,0.05974419267658657
0000000169,oracle_a,79.31115955960648,103.58736991382051,84.22267619583258,1.0,4,91.14862060546875,-0.001272998443828074,0.02328994565136795,-0.23897866600683895,0.10861582575250615
0000000169,oracle_b,11.066240566846245,63.65187394457498,37.48814844572706,0.43609022556390975,133,58.75238800048828,0.0004338732952136507,0.022102390564443554,-0.06070855961539974,0.0496428168289333
0000000173,ipm_cl,63.19713886485584,18.05398534222738,62.84251273131734,0.945054945054945,91,58.73818588256836,0.0058954262901788216,0.012537742893749405,0.026789316237417923,-0.0037299261978884436
0000000173,oracle_a,64.31493859574856,97.75426822973417,76.77734960269353,1.0,29,61.773250579833984,-0.020597479229832405,0.05277922404185828,-0.12319216814757403,0.1804294864029034
0000000173,oracle_b,,,,0.0,5,43.126312255859375,-0.018658787315221522,0.01638585051598674,-0.04257115818481296,0.07305789790484156
0000000176,ipm_cl,25.61045001010042,89.75014740097875,49.81766718128101,0.738562091503268,153,36.124935150146484,-0.0036509532885735598,0.04087242023851871,0.05101989693658139,0.08761438423516398
0000000176,oracle_a,101.34820218933109,59.29797856316888,100.1334462163146,0.8888888888888888,36,96.17914581298828,0.02125417280499785,0.033684350483462654,0.07006334272636021,0.09264957370529071
0000000176,oracle_b,43.098218311518025,56.93312092270567,56.93479565942174,0.5416666666666666,216,41.635501861572266,-0.014525682451257696,0.04011734594275554,0.04314032156812633,0.08920752686125352
0000000180,ipm_cl,24.100484416299132,55.743121694065266,36.27741674265318,0.7,80,68.11068725585938,0.019894157405537998,0.043487001439883585,0.13877541257435597,0.06127740550756233
0000000180,oracle_a,3.2119476727143272,2.1444085117600205,54.32967379753639,0.96,25,11.0195894241333,0.021113862958675074,0.08290508105376522,0.038082002308124946,0.04670808005526271
