step,split,ce,cert,top1,top5,cell_err_m,n,sec
5216,train,3.4928,0.4210,0.0000,0.1081,18.46,148,3.5
5217,train,4.1642,0.3022,0.0000,0.1192,12.15,151,3.4
5218,train,3.8145,0.4566,0.0247,0.1235,10.49,162,3.1
5219,train,4.2860,0.2993,0.0063,0.1013,15.31,158,3.1
5220,train,4.5077,0.6481,0.0000,0.0124,34.24,161,2.2
5221,train,3.9746,0.4349,0.0694,0.2431,10.88,144,1.0
5222,train,4.1308,0.3615,0.0282,0.1338,12.74,142,0.5
5223,train,4.0299,0.3915,0.0987,0.3224,8.48,152,0.7
5224,train,4.7380,0.6312,0.0125,0.0312,28.91,160,0.8
5225,train,4.0146,0.2845,0.0000,0.0061,19.44,163,3.6
5226,train,3.7416,0.2541,0.0248,0.0745,28.91,161,2.2
5227,train,3.8514,0.3636,0.0818,0.3019,13.48,159,0.9
5228,train,4.6806,0.4026,0.0000,0.0207,23.71,145,0.6
5229,train,3.2261,0.2558,0.0750,0.4375,8.97,160,2.3
5230,train,3.9125,0.2968,0.0000,0.0252,16.29,159,1.2
5231,train,nan,1.2113,nan,nan,nan,0,1.2
5232,train,3.6334,0.2544,0.0377,0.2327,8.90,159,2.0
5233,train,3.4741,0.3437,0.0267,0.2533,9.25,150,2.1
5234,train,3.5658,0.4227,0.0633,0.2975,26.34,158,1.6
5235,train,4.8776,0.3228,0.0067,0.0805,14.93,149,1.2
5236,train,3.7839,0.2656,0.0370,0.0926,25.47,162,0.9
5237,train,3.0449,0.2442,0.1358,0.5062,8.33,162,4.4
5238,train,4.4364,0.3119,0.0000,0.0065,32.96,154,3.5
5239,train,3.7856,0.2487,0.0364,0.1333,20.40,165,1.4
5240,train,6.1821,0.4059,0.0000,0.0000,48.30,159,2.5
5241,train,4.0956,0.2587,0.0125,0.1187,25.00,160,0.5
5242,train,nan,1.6122,nan,nan,nan,0,1.0
5243,train,3.9891,0.3934,0.0129,0.0581,16.98,155,2.5
5244,train,4.2376,0.2802,0.0127,0.0696,17.68,158,4.6
5245,train,2.9316,0.2559,0.0793,0.6280,7.49,164,3.3
5246,train,3.8571,0.3240,0.0185,0.1543,15.80,162,2.4
5247,train,4.9029,0.3339,0.0000,0.0000,46.69,160,1.6
5248,train,3.6385,0.3394,0.0500,0.1813,11.50,160,1.2
5249,train,3.6920,0.2933,0.1375,0.4375,6.84,160,3.0
5250,train,nan,1.8311,nan,nan,nan,0,2.9
5251,train,4.6650,0.2848,0.0189,0.0692,11.87,159,0.6
5252,train,4.3685,0.2976,0.0000,0.0125,19.30,160,1.2
5253,train,3.4333,0.2227,0.0309,0.3827,8.67,162,3.3
5254,train,nan,1.5721,nan,nan,nan,0,3.3
5255,train,3.6491,0.4189,0.1250,0.3000,10.69,160,1.8
5256,train,5.0089,0.4438,0.0000,0.0000,49.85,132,0.7
5257,train,3.3659,0.5240,0.0161,0.1855,15.07,124,1.8
5258,train,3.4324,0.2653,0.1049,0.3889,8.73,162,0.8
5259,train,3.4731,0.3126,0.0065,0.0654,28.05,153,2.7
5260,train,nan,1.3690,nan,nan,nan,0,0.8
5261,train,4.6996,0.2738,0.0000,0.0000,32.50,157,3.3
5262,train,3.1859,0.3121,0.0750,0.3750,10.50,160,1.1
5263,train,nan,1.1021,nan,nan,nan,0,3.1
5264,train,nan,1.0837,nan,nan,nan,0,4.7
5265,train,4.2750,0.2988,0.0000,0.0130,17.87,154,3.2
5266,train,3.7789,0.3233,0.0000,0.0000,27.82,158,4.5
5267,train,4.2065,0.3241,0.0000,0.0552,14.26,163,0.9
5268,train,nan,1.3593,nan,nan,nan,0,1.1
5269,train,3.4929,0.2980,0.0067,0.0671,14.06,149,0.8
5270,train,nan,1.6926,nan,nan,nan,0,1.2
5271,train,4.3899,0.2602,0.0126,0.0377,11.88,159,1.9
5272,train,3.4100,0.3457,0.0000,0.0247,24.79,162,4.4
5273,train,nan,0.9735,nan,nan,nan,0,0.9
5274,train,4.3530,0.3583,0.0000,0.0127,27.71,158,1.1
5275,train,3.5046,0.2839,0.0124,0.3416,10.97,161,1.2
5276,train,3.6782,0.2773,0.0654,0.3007,9.49,153,4.7
5277,train,4.1128,0.3225,0.0000,0.0000,19.75,160,4.6
5278,train,3.8170,0.3376,0.0128,0.1154,12.06,156,1.2
5279,train,4.1547,0.3547,0.0247,0.0988,14.68,162,0.5
5280,train,6.1093,0.5641,0.0000,0.0000,18.57,159,0.6
5281,train,5.2532,0.3547,0.0000,0.0000,31.11,149,2.7
5282,train,3.1056,0.2812,0.0503,0.4214,8.96,159,3.7
5283,train,3.5718,0.3598,0.0000,0.0323,15.98,124,2.1
5284,train,nan,1.8515,nan,nan,nan,0,1.2
5285,train,nan,0.9704,nan,nan,nan,0,0.6
5286,train,4.8096,0.4965,0.0066,0.0526,20.73,152,1.0
5287,train,nan,1.8590,nan,nan,nan,0,3.2
5288,train,4.5857,0.2800,0.0194,0.0968,13.40,155,2.0
5289,train,3.8502,0.3389,0.0200,0.0800,23.38,150,0.8
5290,train,4.1608,0.4526,0.0124,0.0683,23.17,161,0.6
5291,train,3.7368,0.3624,0.0139,0.0833,19.10,144,2.3
5292,train,3.4151,0.3269,0.0921,0.3750,8.44,152,0.8
5293,train,nan,1.6072,nan,nan,nan,0,0.8
5294,train,5.2397,0.4745,0.0000,0.0000,26.55,162,0.6
5295,train,3.6318,0.3325,0.0000,0.0000,24.75,160,3.7
5296,train,4.1120,0.3663,0.0070,0.0979,16.48,143,0.8
5297,train,3.1693,0.3823,0.0759,0.6519,8.30,158,3.3
5298,train,4.7944,1.0465,0.0000,0.0000,55.45,160,0.8
5299,train,4.2022,0.4716,0.0000,0.0245,14.62,163,1.7
5300,train,3.9877,0.3381,0.0124,0.1366,13.38,161,1.2
5301,train,4.1571,0.3278,0.0194,0.0387,38.56,155,3.8
5302,train,4.1867,0.4773,0.0064,0.0321,23.77,156,1.6
5303,train,3.8267,0.5745,0.0696,0.2595,10.81,158,1.2
5304,train,4.4675,0.3128,0.0000,0.0000,34.90,162,2.0
5305,train,4.1803,0.4195,0.0000,0.0072,30.41,138,1.5
5306,train,3.4693,0.4171,0.0470,0.3087,10.99,149,3.7
5307,train,3.9460,0.8215,0.0373,0.1491,27.78,161,0.8
5308,train,3.6605,0.5419,0.0267,0.2267,17.77,150,2.3
5309,train,4.1538,0.6439,0.0446,0.1783,11.68,157,1.0
5310,train,5.7074,0.3067,0.0000,0.0000,30.22,159,3.2
5311,train,4.0539,0.3149,0.0592,0.1974,9.50,152,1.2
5312,train,4.9947,0.4895,0.0068,0.0068,29.46,148,1.1
5313,train,3.3041,0.3234,0.0932,0.4783,7.32,161,2.0
5314,train,3.9900,0.3264,0.0252,0.1635,11.37,159,4.5
5315,train,4.0759,0.3472,0.0311,0.1429,13.61,161,0.5
5316,train,3.6761,0.2742,0.0437,0.2250,11.58,160,2.3
5317,train,3.7610,0.3109,0.0184,0.0982,15.77,163,1.7
5318,train,3.5140,0.3227,0.0464,0.1921,24.15,151,1.8
5319,train,4.5938,0.4575,0.0000,0.0000,27.04,164,1.7
5320,train,nan,1.1715,nan,nan,nan,0,2.0
5321,train,3.6635,0.3237,0.0190,0.1899,15.28,158,3.2
5322,train,4.1499,0.3629,0.0000,0.0063,27.39,160,3.5
5323,train,4.3145,0.2834,0.0000,0.0129,24.01,155,0.7
5324,train,3.8000,0.2969,0.0662,0.2053,13.84,151,4.1
5325,train,nan,0.9675,nan,nan,nan,0,2.2
5326,train,3.6207,0.2797,0.0307,0.1902,7.93,163,1.2
5327,train,3.0564,0.2936,0.1338,0.5541,5.18,157,4.3
5328,train,3.7943,0.2543,0.0248,0.1677,11.75,161,1.5
5329,train,3.3993,0.2621,0.0828,0.4522,7.04,157,1.2
5330,train,nan,2.2733,nan,nan,nan,0,3.4
5331,train,nan,0.9382,nan,nan,nan,0,1.7
5332,train,nan,1.4068,nan,nan,nan,0,0.8
5333,train,3.6123,0.2626,0.0000,0.0190,20.49,158,3.7
5334,train,3.8199,0.3737,0.0065,0.1290,11.57,155,1.7
5335,train,nan,1.0806,nan,nan,nan,0,1.1
5336,train,3.9409,0.3726,0.0000,0.0188,26.53,160,1.8
5337,train,3.7778,0.3576,0.0000,0.0000,30.10,162,1.7
5338,train,nan,2.7150,nan,nan,nan,0,2.5
5339,train,6.1034,0.3794,0.0000,0.0541,14.11,148,1.1
5340,train,4.0755,0.5867,0.0373,0.1925,12.87,161,1.9
5341,train,3.2739,0.2717,0.0621,0.2857,14.27,161,1.2
5342,train,nan,1.8082,nan,nan,nan,0,1.2
5343,train,4.1434,0.4676,0.0189,0.1321,12.50,159,3.1
5344,train,3.1838,0.3849,0.1043,0.5460,7.18,163,2.9
5345,train,4.9782,0.3190,0.0124,0.0248,23.39,161,1.2
5346,train,3.3987,0.2752,0.1063,0.5188,6.30,160,3.8
5347,train,3.9083,0.3646,0.0065,0.0131,27.24,153,1.7
5348,train,4.5781,0.2913,0.0000,0.0000,32.95,161,1.3
5349,train,3.9309,0.3248,0.0387,0.1419,12.87,155,2.8
5350,train,4.3118,0.2859,0.0186,0.1366,19.06,161,0.6
5351,train,4.6891,0.3072,0.0000,0.0000,31.62,155,1.2
5352,train,3.8653,0.3982,0.0000,0.0886,12.14,158,3.3
5353,train,3.4865,0.2645,0.0190,0.1456,19.43,158,0.7
5354,train,nan,1.9968,nan,nan,nan,0,1.9
5355,train,4.8954,0.3338,0.0000,0.0253,31.79,158,0.6
5356,train,3.7821,0.2818,0.0516,0.1806,14.97,155,1.2
5357,train,3.3011,0.2347,0.0675,0.3804,9.42,163,2.9
5358,train,3.5103,0.2544,0.0000,0.1063,13.84,160,2.7
5359,train,3.7132,0.3292,0.0065,0.1169,18.85,154,4.5
5360,train,3.5677,0.2566,0.0063,0.0755,20.30,159,2.7
5361,train,3.0512,0.2830,0.1678,0.4564,9.84,149,2.5
5362,train,nan,0.9611,nan,nan,nan,0,0.8
5363,train,3.5162,0.2410,0.0314,0.2516,11.42,159,2.2
5364,train,nan,1.0582,nan,nan,nan,0,1.4
5365,train,nan,1.1066,nan,nan,nan,0,1.2
5366,train,4.1055,0.2636,0.0062,0.1242,12.58,161,1.1
5367,train,3.5969,0.2706,0.0000,0.0123,31.84,163,1.6
5368,train,nan,0.9110,nan,nan,nan,0,2.8
5369,train,3.4657,0.3171,0.0588,0.3333,7.19,153,1.9
5370,train,3.3638,0.2713,0.0938,0.4062,8.58,160,1.9
5371,train,3.5944,0.2389,0.0063,0.0943,14.71,159,2.8
5372,train,4.3419,0.3917,0.0000,0.0340,18.72,147,1.1
5373,train,nan,1.2987,nan,nan,nan,0,3.1
5374,train,3.9908,0.2955,0.0063,0.0126,40.11,159,1.7
5375,train,5.8288,0.2551,0.0000,0.0000,36.11,162,1.7
5376,train,nan,1.8071,nan,nan,nan,0,1.8
5377,train,3.8591,0.3131,0.0491,0.1595,11.46,163,0.6
5378,train,3.2351,0.2944,0.1250,0.4563,11.88,160,1.1
5379,train,3.7647,0.2782,0.0000,0.0199,18.66,151,2.4
5380,train,3.5732,0.6053,0.0068,0.0135,40.25,148,1.1
5381,train,4.0194,0.3822,0.0000,0.0068,24.73,148,1.8
5382,train,nan,0.7916,nan,nan,nan,0,0.5
5383,train,4.4121,0.3348,0.0000,0.0000,39.94,162,3.4
5384,train,4.0345,0.6978,0.0000,0.0188,23.44,160,1.8
5385,train,3.4996,0.3308,0.0125,0.1562,14.24,160,4.1
5386,train,4.9587,0.3701,0.0000,0.0000,22.35,158,1.1
5387,train,3.0625,0.4700,0.0750,0.5188,7.85,160,3.7
5388,train,5.1637,0.7671,0.0062,0.0123,29.15,162,1.5
5389,train,3.7023,0.3625,0.0191,0.1083,28.06,157,1.7
5390,train,2.9169,0.3492,0.2112,0.7081,6.51,161,3.6
5391,train,3.8556,0.4309,0.0196,0.1503,9.67,153,1.8
5392,train,4.1399,0.3265,0.0380,0.1203,16.00,158,1.4
5393,train,4.0489,0.3235,0.0000,0.0000,25.35,162,1.8
5394,train,4.4924,0.4610,0.0000,0.0000,44.07,151,2.4
5395,train,nan,2.2287,nan,nan,nan,0,2.8
5396,train,3.5521,0.2839,0.0066,0.0526,24.55,152,1.9
5397,train,2.8919,0.3191,0.2236,0.7391,5.40,161,1.8
5398,train,3.8744,0.3853,0.0657,0.1606,13.86,137,0.5
5399,train,nan,1.6032,nan,nan,nan,0,3.3
5400,train,3.6514,0.4013,0.0250,0.2562,9.95,160,1.1
5400,val,4.1800,,0.0314,0.1326,16.77,6826,36.3
5401,train,4.6896,0.3562,0.0062,0.0617,16.64,162,0.6
5402,train,3.8007,0.3528,0.0637,0.2102,10.03,157,1.1
5403,train,nan,1.8195,nan,nan,nan,0,4.7
5404,train,3.6673,0.3453,0.0435,0.2547,11.10,161,0.6
5405,train,4.0610,0.4239,0.0738,0.3289,12.48,149,1.0
5406,train,3.3474,0.2951,0.0927,0.4172,8.53,151,0.6
5407,train,nan,0.8988,nan,nan,nan,0,1.1
5408,train,4.2450,0.3054,0.0000,0.0132,20.09,151,1.2
5409,train,4.9457,0.3404,0.0000,0.0000,38.92,160,1.4
5410,train,4.3778,0.3380,0.0523,0.1503,11.56,153,0.5
5411,train,4.3491,0.3804,0.0063,0.0250,26.29,160,1.7
5412,train,3.9874,0.2685,0.0000,0.0510,12.01,157,1.2
5413,train,4.2522,0.3897,0.0265,0.2384,8.11,151,1.7
5414,train,6.1752,0.3634,0.0000,0.0000,25.73,159,1.8
5415,train,4.0013,0.2988,0.0129,0.0968,7.70,155,1.8
5416,train,5.6750,0.3381,0.0000,0.0000,27.67,161,1.1
5417,train,nan,1.0947,nan,nan,nan,0,4.2
5418,train,4.3369,0.3628,0.0064,0.0446,26.78,157,0.7
5419,train,3.7716,0.4112,0.0255,0.1592,11.26,157,1.7
5420,train,3.4616,0.4506,0.0513,0.4167,7.09,156,4.0
5421,train,3.7801,0.3430,0.1000,0.2500,17.22,160,2.6
5422,train,3.6181,0.3662,0.0621,0.1801,8.65,161,2.3
5423,train,3.7768,0.2592,0.0245,0.1718,13.78,163,1.0
5424,train,nan,0.8845,nan,nan,nan,0,2.1
5425,train,3.6193,0.3286,0.0331,0.1722,13.55,151,2.0
5426,train,3.8368,0.2718,0.0063,0.0818,20.34,159,1.2
5427,train,4.1414,0.3852,0.0261,0.1307,10.86,153,4.0
5428,train,3.5109,0.2961,0.0943,0.2956,15.73,159,0.8
5429,train,3.4965,0.3685,0.0000,0.0270,24.17,148,2.3
5430,train,4.6480,0.6615,0.0000,0.0000,39.20,147,1.6
5431,train,4.0781,0.3675,0.0435,0.1615,23.89,161,1.8
5432,train,3.6068,0.5057,0.0000,0.0331,30.03,151,3.4
5433,train,4.0871,0.3016,0.0000,0.0000,43.98,149,4.0
5434,train,4.3578,0.2504,0.0000,0.0000,37.95,158,1.7
5435,train,3.7488,0.3336,0.0000,0.0633,14.01,158,3.3
5436,train,4.0150,0.2827,0.0500,0.3000,7.68,160,1.0
5437,train,3.7257,0.3702,0.0438,0.2993,10.11,137,2.4
5438,train,3.7143,0.3409,0.0000,0.0000,29.17,148,3.3
5439,train,4.6050,0.3690,0.0000,0.0068,17.92,148,3.6
5440,train,nan,1.3168,nan,nan,nan,0,2.0
5441,train,4.2820,0.2912,0.0000,0.0253,31.08,158,1.1
5442,train,4.0127,0.3706,0.0000,0.0000,22.09,137,3.0
5443,train,3.2849,0.4171,0.1104,0.3129,9.45,163,3.6
5444,train,4.9790,0.3199,0.0000,0.0000,29.67,162,2.0
5445,train,4.2134,0.3417,0.0437,0.1938,10.72,160,1.7
5446,train,3.2699,0.4323,0.0667,0.3667,11.43,120,2.3
5447,train,3.5088,0.2906,0.0692,0.3145,9.90,159,2.7
5448,train,nan,0.9563,nan,nan,nan,0,2.0
5449,train,3.5630,0.3130,0.0452,0.1742,9.89,155,0.8
5450,train,3.2682,0.3002,0.0584,0.3182,10.97,154,2.5
5451,train,3.2581,0.3089,0.0063,0.1076,19.80,158,2.5
5452,train,3.8652,0.3040,0.0127,0.0764,11.81,157,1.9
5453,train,5.6342,0.3587,0.0069,0.0345,22.69,145,1.1
5454,train,4.7611,0.7129,0.0000,0.0124,25.88,161,3.5
5455,train,nan,1.2603,nan,nan,nan,0,2.9
5456,train,3.4989,0.2689,0.0000,0.0818,22.58,159,0.7
5457,train,4.2278,0.2955,0.0000,0.0000,37.47,163,2.7
5458,train,4.5371,0.3631,0.0000,0.0224,18.25,134,1.0
5459,train,4.6993,0.3227,0.0000,0.0000,28.96,150,1.8
5460,train,4.3434,0.3155,0.0068,0.0135,19.49,148,2.1
5461,train,4.3058,0.3098,0.0000,0.0440,21.52,159,1.8
5462,train,4.9231,0.3608,0.0000,0.0214,28.60,140,0.6
5463,train,3.6040,0.3825,0.0496,0.3191,13.06,141,2.9
5464,train,5.2486,0.3085,0.0000,0.0000,19.99,145,1.6
5465,train,4.3981,0.3549,0.0066,0.0329,11.05,152,2.2
5466,train,4.9774,0.3368,0.0000,0.0000,19.43,162,3.1
5467,train,4.5847,0.4100,0.0192,0.1026,14.48,156,1.2
5468,train,3.8169,0.3450,0.0443,0.1835,14.65,158,0.5
5469,train,3.7735,0.2855,0.0432,0.1420,18.85,162,1.2
5470,train,4.0583,0.4382,0.0127,0.1146,12.56,157,2.2
5471,train,4.2942,0.2554,0.0373,0.1304,24.00,161,0.6
5472,train,4.6365,0.3105,0.0253,0.0949,17.89,158,4.7
5473,train,5.1653,0.3968,0.0070,0.0211,24.59,142,3.8
5474,train,4.5446,0.4027,0.0062,0.0494,23.89,162,3.0
5475,train,3.3454,0.3659,0.1769,0.4694,5.29,147,4.7
5476,train,3.4458,0.3217,0.0497,0.4410,8.42,161,3.1
5477,train,nan,1.5998,nan,nan,nan,0,3.1
5478,train,3.8372,0.3172,0.0316,0.1266,14.93,158,1.8
5479,train,3.6857,0.2512,0.0427,0.2134,19.95,164,2.1
5480,train,3.9094,0.3082,0.0000,0.0126,28.26,159,1.9
5481,train,4.7736,0.3141,0.0395,0.0921,14.60,152,0.9
5482,train,4.4436,0.2804,0.0000,0.0063,29.72,160,2.1
5483,train,3.2828,0.2922,0.1074,0.4094,10.93,149,1.1
5484,train,3.4104,0.2770,0.0437,0.1938,16.11,160,1.8
5485,train,4.3912,0.3341,0.0064,0.0191,25.81,157,1.1
5486,train,3.5954,0.2482,0.0440,0.2075,15.41,159,0.7
5487,train,3.8031,0.3600,0.0066,0.0530,8.54,151,1.4
5488,train,nan,1.5954,nan,nan,nan,0,3.4
5489,train,3.8179,0.2773,0.0000,0.0755,13.89,159,4.9
5490,train,3.9892,0.3092,0.0196,0.1046,16.62,153,1.0
5491,train,4.6311,0.2888,0.0000,0.0000,11.71,156,0.8
5492,train,3.4070,0.2821,0.0124,0.1056,15.50,161,1.2
5493,train,5.9238,0.4162,0.0000,0.0000,31.21,164,4.5
5494,train,4.0617,0.3274,0.0000,0.0066,23.45,152,4.7
5495,train,3.5575,0.2857,0.1173,0.3951,10.82,162,1.2
5496,train,4.2243,0.3632,0.0068,0.0612,14.65,147,1.3
5497,train,3.3839,0.2281,0.0915,0.2500,15.70,164,1.9
5498,train,3.3805,0.2882,0.1090,0.3782,5.90,156,1.1
5499,train,3.1195,0.3104,0.1656,0.4702,9.30,151,1.2
5500,train,4.8760,0.3211,0.0000,0.0000,40.96,162,4.3
5501,train,4.1194,0.3724,0.0066,0.0197,20.98,152,0.7
5502,train,4.1791,0.3184,0.0000,0.0455,15.53,154,1.8
5503,train,3.5797,0.3112,0.0533,0.2467,13.38,150,0.8
5504,train,3.7352,0.3028,0.0370,0.2160,21.26,162,2.8
5505,train,5.1944,0.2972,0.0000,0.0000,49.49,149,1.7
5506,train,nan,2.1289,nan,nan,nan,0,2.2
5507,train,4.5045,0.3414,0.0189,0.0252,17.57,159,0.6
5508,train,3.1530,0.2798,0.1056,0.4037,8.75,161,1.5
5509,train,nan,1.3701,nan,nan,nan,0,1.1
5510,train,3.9196,0.2992,0.0506,0.2215,12.56,158,0.5
5511,train,3.9261,0.2647,0.0314,0.1132,16.61,159,0.9
5512,train,3.4798,0.3210,0.1000,0.3333,12.40,150,1.2
5513,train,3.4553,0.3023,0.1242,0.3665,23.49,161,3.4
5514,train,4.5655,0.3089,0.0267,0.1000,12.67,150,0.6
5515,train,3.5251,0.2733,0.0617,0.3704,10.12,162,3.2
5516,train,4.4552,0.3206,0.0312,0.0688,15.35,160,1.2
5517,train,3.5539,0.2828,0.0250,0.2625,12.29,160,3.7
5518,train,3.4387,0.3821,0.0987,0.4145,8.17,152,1.7
5519,train,4.0604,0.2791,0.0131,0.0915,24.41,153,2.2
5520,train,3.9979,0.3244,0.0336,0.1409,13.22,149,1.1
5521,train,nan,1.0512,nan,nan,nan,0,1.2
5522,train,5.4399,0.2720,0.0000,0.0000,30.36,162,2.6
5523,train,4.9876,0.2916,0.0184,0.0736,19.28,163,0.6
5524,train,3.7636,0.2634,0.0190,0.2089,11.95,158,0.8
5525,train,4.6437,0.3021,0.0000,0.0318,14.16,157,0.8
5526,train,3.8233,0.2961,0.0274,0.1849,10.52,146,0.5
5527,train,3.4518,0.2970,0.0250,0.2062,15.07,160,2.2
5528,train,nan,1.1264,nan,nan,nan,0,2.0
5529,train,3.9017,0.2802,0.0000,0.0000,25.11,160,3.9
5530,train,3.5841,0.3101,0.1184,0.3750,6.75,152,4.8
5531,train,nan,1.4827,nan,nan,nan,0,3.3
5532,train,3.8798,0.4480,0.1060,0.3311,8.27,151,2.3
5533,train,3.7700,0.3477,0.0870,0.2981,9.22,161,0.5
5534,train,3.5555,0.2538,0.0446,0.2994,10.54,157,0.6
5535,train,nan,1.4987,nan,nan,nan,0,1.4
5536,train,3.9133,0.4255,0.0486,0.1181,11.68,144,1.8
5537,train,4.0827,0.3085,0.0000,0.0533,20.17,150,3.7
5538,train,4.3848,0.3589,0.0318,0.2102,10.14,157,0.7
5539,train,nan,1.7734,nan,nan,nan,0,1.3
5540,train,nan,1.8036,nan,nan,nan,0,1.9
5541,train,4.5058,0.2779,0.0000,0.0000,22.33,160,2.1
5542,train,3.8927,0.3522,0.0000,0.0000,22.10,152,4.0
5543,train,4.7105,0.3173,0.0000,0.0000,21.71,156,1.9
5544,train,nan,1.2630,nan,nan,nan,0,0.5
5545,train,3.4992,0.3645,0.0458,0.2157,11.75,153,3.6
5546,train,3.5515,0.2894,0.0192,0.1154,19.19,156,4.2
5547,train,3.4435,0.2679,0.0494,0.2901,9.36,162,3.6
5548,train,3.0955,0.3126,0.1582,0.4557,6.58,158,4.3
5549,train,3.0888,0.3015,0.0823,0.4873,6.24,158,4.7
5550,train,3.5155,0.3181,0.0933,0.3667,19.60,150,1.8
5551,train,3.9652,0.3086,0.0065,0.0645,25.87,155,1.9
5552,train,4.3546,0.6087,0.0537,0.2013,24.67,149,1.8
5553,train,4.4846,0.3899,0.0133,0.0867,19.31,150,1.0
5554,train,nan,1.1088,nan,nan,nan,0,1.6
5555,train,nan,1.5520,nan,nan,nan,0,1.8
5556,train,4.1532,0.2920,0.0126,0.0818,12.28,159,1.6
5557,train,4.7860,0.4500,0.0000,0.0196,17.81,153,3.4
5558,train,3.1039,0.3196,0.1060,0.4371,7.79,151,4.7
5559,train,3.9715,0.4081,0.0067,0.1733,7.89,150,2.1
5560,train,5.4798,0.6814,0.0000,0.0000,30.49,158,4.4
5561,train,nan,0.9398,nan,nan,nan,0,1.4
5562,train,4.1183,0.3631,0.0000,0.0063,20.71,159,2.3
5563,train,4.0795,0.4702,0.0314,0.1761,12.15,159,2.1
5564,train,3.5238,0.4404,0.0000,0.0148,25.19,135,1.7
5565,train,3.5860,0.4083,0.0455,0.1558,11.97,154,1.6
5566,train,3.9748,0.2851,0.0473,0.2230,8.76,148,0.8
5567,train,4.2199,0.6528,0.0064,0.0385,16.29,156,2.1
5568,train,3.6139,0.4986,0.0125,0.0875,20.02,160,0.8
5569,train,3.9392,0.7465,0.0325,0.2013,14.03,154,0.6
5570,train,4.0206,0.4292,0.0000,0.0267,28.43,150,1.7
5571,train,3.7798,0.4193,0.0000,0.0201,20.76,149,2.7
5572,train,3.8137,0.7462,0.0263,0.2303,15.29,152,3.0
5573,train,3.1363,0.2887,0.1212,0.5091,7.26,165,1.8
5574,train,nan,1.1255,nan,nan,nan,0,1.1
5575,train,4.0736,0.4684,0.0625,0.1875,12.14,160,0.9
5576,train,3.3498,0.3696,0.0435,0.3478,7.73,161,4.0
5577,train,2.7599,0.3023,0.2812,0.8250,4.44,160,4.2
5578,train,nan,0.9093,nan,nan,nan,0,0.9
5579,train,4.0584,0.5366,0.0258,0.1161,32.17,155,1.0
5580,train,nan,1.4690,nan,nan,nan,0,1.8
5581,train,3.2481,0.3061,0.0844,0.3766,8.77,154,1.2
5582,train,4.5732,0.3649,0.0321,0.1282,11.78,156,1.6
5583,train,4.7031,0.6047,0.0067,0.0336,26.95,149,2.8
5584,train,3.8932,0.3898,0.0375,0.2062,10.75,160,2.0
5585,train,nan,0.7471,nan,nan,nan,0,3.5
5586,train,3.9050,0.3442,0.0000,0.0219,21.22,137,0.6
5587,train,nan,1.0877,nan,nan,nan,0,0.5
5588,train,3.5137,0.3544,0.1118,0.3106,9.73,161,1.8
5589,train,3.3446,0.3740,0.0258,0.1871,9.97,155,0.8
5590,train,3.1112,0.3766,0.0510,0.3312,23.61,157,3.1
5591,train,3.3911,0.2978,0.1437,0.5625,7.07,160,1.1
5592,train,nan,1.4661,nan,nan,nan,0,3.0
5593,train,4.9860,0.3426,0.0000,0.0123,28.61,162,1.4
5594,train,3.6178,0.6348,0.0064,0.1274,14.74,157,1.0
5595,train,3.9418,0.4455,0.0312,0.2500,8.20,160,2.6
5596,train,3.7752,0.2896,0.0688,0.2938,8.54,160,1.8
5597,train,3.8696,0.6672,0.0556,0.2531,8.79,162,0.8
5598,train,4.1693,0.3808,0.0000,0.0000,19.22,134,4.6
5599,train,4.0316,0.4791,0.0000,0.0000,39.73,149,1.7
5600,train,nan,1.3287,nan,nan,nan,0,3.4
5600,val,4.2930,,0.0270,0.1294,17.65,6660,38.6
5601,train,3.5700,0.3435,0.0329,0.1053,24.47,152,2.3
5602,train,nan,1.1079,nan,nan,nan,0,0.7
5603,train,3.1186,0.3544,0.0968,0.4258,9.17,155,1.8
5604,train,3.6007,0.3006,0.0000,0.0321,22.20,156,2.9
5605,train,4.1766,0.6319,0.0127,0.0190,35.94,158,1.2
5606,train,3.3653,0.2733,0.1019,0.3694,7.37,157,4.8
5607,train,3.3427,0.2721,0.1772,0.5000,4.79,158,4.9
5608,train,3.5418,0.3182,0.0316,0.1392,13.13,158,0.9
5609,train,nan,1.4718,nan,nan,nan,0,1.8
5610,train,4.9341,0.3451,0.0203,0.0608,21.14,148,2.2
5611,train,nan,1.4603,nan,nan,nan,0,3.6
5612,train,nan,1.1668,nan,nan,nan,0,4.4
5613,train,3.6036,0.3630,0.0000,0.0066,30.26,152,3.3
5614,train,3.8990,0.3003,0.0062,0.0926,21.29,162,0.8
5615,train,3.2665,0.4804,0.0774,0.2774,22.70,155,4.2
5616,train,3.7486,0.6165,0.0000,0.0813,15.43,160,3.8
5617,train,4.2444,0.2988,0.0065,0.0710,11.44,155,2.1
5618,train,3.5746,0.2741,0.0000,0.0194,16.92,155,4.6
5619,train,3.8400,0.3484,0.0570,0.2722,8.13,158,1.6
5620,train,4.0691,0.3421,0.0000,0.0458,24.30,153,1.7
5621,train,nan,0.9621,nan,nan,nan,0,2.1
5622,train,3.8104,0.3939,0.0676,0.2973,7.70,148,0.7
5623,train,3.9329,0.4469,0.0065,0.0584,23.94,154,1.3
5624,train,4.0590,0.2449,0.0124,0.0683,12.19,161,2.2
5625,train,3.8355,0.5192,0.0331,0.2252,11.14,151,0.6
